GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Thu Mar 26 22:57:03 2020
Sequence file name: seq.fna
Model file name: GeneMark_hmm_combined.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: NODE_1_length_104244_cov_13.5403
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
 2653        -        9179       10750         1572        1
 2654        -       10814       11146          333        2
 2655        -       11143       11769          627        1
 2656        -       11745       11969          225        2
 2657        -       11962       12660          699        1
 2658        -       12657       13532          876        1
 2659        -       13532       13789          258        1
 2660        -       13786       14019          234        1
 2661        -       14019       14783          765        1
 2662        -       14780       15313          534        1
 2663        -       15315       15629          315        2
 2664        -       15626       15937          312        1
 2665        -       15951       16094          144        1
 2666        -       16172       17122          951        1
 2667        -       17230       18450         1221        1
 2668        +       18652       19026          375        1
 2669        -       19116       20354         1239        1
 2670        -       20360       20806          447        1
 2671        -       20803       21441          639        1
 2672        -       21441       21809          369        1
 2673        -       21862       22143          282        1
 2674        -       22318       23985         1668        1
 2675        -       24111       24497          387        1

FASTA definition line: NODE_62_length_24506_cov_12.3214
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2676        +          <1        1143         1143        1
 2677        +        1205        2590         1386        1
 2678        -        2722        2823          102        1
 2679        -        2898        3578          681        1
 2680        -        3657        5303         1647        1
 2681        -        5313        6764         1452        1
 2682        -        6761        7345          585        1
 2683        +        7432        8358          927        1
 2684        +        8463        9317          855        1
 2685        +        9314       10342         1029        1
 2686        -       10391       13045         2655        1
 2687        -       13293       14411         1119        1
 2688        -       14622       15188          567        1
 2689        +       15209       15940          732        1
 2690        +       16243       16983          741        1
 2691        +       17036       17548          513        1
 2692        +       17562       18107          546        1
 2693        -       18259       19125          867        1
 2694        +       19220       20125          906        1
 2695        +       20253       21770         1518        1
 2696        +       21887       22687          801        1
 2697        -       22923       23279          357        1
 2698        -       23276       24016          741        1
 2699        -       24047      >24505          459        1

FASTA definition line: NODE_63_length_24463_cov_12.7654
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2700        +          <1         555          555        1
 2701        -         603        1781         1179        1
 2702        +        2048        2449          402        1
 2703        +        2485        3438          954        1
 2704        +        3499        4995         1497        1
 2705        +        4999        5883          885        1
 2706        +        5880        6830          951        1
 2707        +        6889        7842          954        1
 2708        -        7889        8608          720        1
 2709        -        8641        9669         1029        1
 2710        +       10028       10831          804        1
 2711        -       10838       13474         2637        1
 2712        -       13490       15160         1671        1
 2713        +       15261       16292         1032        1
 2714        +       16403       17185          783        1
 2715        +       17195       17848          654        1
 2716        +       17922       18965         1044        1
 2717        +       18967       20085         1119        1
 2718        +       20082       20954          873        1
 2719        +       20965       21759          795        1
 2720        +       22232       23236         1005        1
 2721        +       23233       24267         1035        1
 2722        +       24264      >24461          198        1

FASTA definition line: NODE_64_length_24358_cov_16.4904
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2723        +          <1         663          663        1
 2724        -         944        3610         2667        1
 2725        -        3607        4134          528        1
 2726        +        4395        5051          657        1
 2727        -        5245        5745          501        1
 2728        +        5914        6600          687        1
 2729        +        6597        7550          954        1
 2730        +        7658        8968         1311        1
 2731        +        9070        9942          873        1
 2732        +        9944       10774          831        1
 2733        +       10782       11780          999        1
 2734        +       11782       12552          771        1
 2735        +       12606       14039         1434        1
 2736        +       14542       15639         1098        1
 2737        -       15790       17631         1842        1
 2738        -       17836       18450          615        1
 2739        +       18837       19223          387        1
 2740        +       19220       19837          618        1
 2741        +       19834       21576         1743        1
 2742        +       21573       22046          474        1
 2743        +       22043       23293         1251        1
 2744        +       23290      >24357         1068        1

FASTA definition line: NODE_65_length_24074_cov_11.5803
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2745        -          <2         841          840        1
 2746        -         841        2061         1221        1
 2747        -        2144        3157         1014        1
 2748        +        3286        3753          468        1
 2749        +        3750        4856         1107        1
 2750        +        4870        6393         1524        1
 2751        -        6636        6815          180        1
 2752        +        7128        7967          840        1
 2753        +        8156        8602          447        1
 2754        -        8804        9115          312        1
 2755        -        9112        9873          762        1
 2756        -       10008       10769          762        1
 2757        +       10801       11247          447        1
 2758        -       11472       12110          639        1
 2759        -       12110       12697          588        1
 2760        +       12672       12779          108        1
 2761        +       12919       14943         2025        1
 2762        -       15076       16296         1221        1
 2763        -       16327       17055          729        1
 2764        -       17048       17878          831        1
 2765        -       18064       19041          978        1
 2766        -       19038       19862          825        1
 2767        -       20012       20236          225        1
 2768        +       20271       22007         1737        1
 2769        +       22113       24002         1890        1

FASTA definition line: NODE_66_length_23915_cov_75.4275
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2770        -         214         726          513        1
 2771        -        1477        4887         3411        1
 2772        -        4891        6279         1389        1
 2773        -        6299        6544          246        1
 2774        -        6552        7373          822        1
 2775        -        7378        7812          435        1
 2776        -        7778        9886         2109        1
 2777        -        9883       10635          753        1
 2778        -       10596       11582          987        1
 2779        -       11579       12217          639        1
 2780        -       12193       12747          555        1
 2781        -       12720       13079          360        1
 2782        -       13057       13374          318        1
 2783        -       13371       15866         2496        1
 2784        -       15851       16279          429        1
 2785        -       16276       17529         1254        1
 2786        -       17529       18248          720        1
 2787        -       18245       18835          591        1
 2788        -       18799       19089          291        2
 2789        -       19156       19470          315        1
 2790        -       19635       19928          294        2
 2791        -       20752       21072          321        1
 2792        +       21669       22739         1071        1

FASTA definition line: NODE_67_length_23677_cov_13.8955
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2793        +          <2         517          516        1
 2794        +         651        1535          885        1
 2795        +        1765        2868         1104        1
 2796        -        2890        3333          444        1
 2797        -        3495        5006         1512        1
 2798        +        5175        5771          597        1
 2799        -        5775        6119          345        1
 2800        -        6186        9149         2964        1
 2801        -        9268        9699          432        1
 2802        +        9919       11064         1146        1
 2803        +       11221       12324         1104        1
 2804        -       12352       13053          702        1
 2805        -       13161       14447         1287        1
 2806        -       14554       15969         1416        1
 2807        +       15950       18157         2208        1
 2808        -       18213       18881          669        1
 2809        -       18956       21427         2472        1
 2810        -       21458       22474         1017        1
 2811        -       22471       23058          588        1
 2812        +       23153      >23677          525        1

FASTA definition line: NODE_68_length_23575_cov_13.592
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2813        -          <1         468          468        1
 2814        -         458        1018          561        1
 2815        -        1165        1587          423        1
 2816        -        1679        2542          864        1
 2817        -        2613        3092          480        1
 2818        +        3355        3897          543        1
 2819        -        3932        4696          765        1
 2820        -        5112        6143         1032        1
 2821        -        6245        6400          156        2
 2822        -        6527        7804         1278        1
 2823        -        7939        8274          336        1
 2824        -        8351       11497         3147        1
 2825        -       11501       12667         1167        1
 2826        +       12909       13580          672        1
 2827        -       13858       15942         2085        1
 2828        -       15939       17168         1230        1
 2829        -       17638       18168          531        1
 2830        +       18240       21752         3513        1
 2831        +       21733       22086          354        1
 2832        +       22164       22313          150        2
 2833        +       22313       22567          255        2
 2834        -       22962       23549          588        1

FASTA definition line: NODE_69_length_23536_cov_13.3928
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2835        -          <3        1625         1623        1
 2836        -        1625        2881         1257        1
 2837        +        2973        3920          948        1
 2838        +        3917        4081          165        1
 2839        -        4075        4266          192        1
 2840        -        4351        5088          738        1
 2841        +        5087        6247         1161        1
 2842        +        7080        8027          948        1
 2843        +        8020        8964          945        1
 2844        +        8961        9719          759        1
 2845        +        9831       11927         2097        1
 2846        +       12025       13650         1626        1
 2847        -       13784       13960          177        1
 2848        +       13959       14651          693        1
 2849        +       14746       15783         1038        1
 2850        +       15839       16234          396        1
 2851        -       16269       17510         1242        1
 2852        -       17851       18060          210        1
 2853        +       18291       19889         1599        1
 2854        +       19957       20964         1008        1
 2855        +       20972       21874          903        1
 2856        +       21879       22727          849        1
 2857        +       22727      >23536          810        1

FASTA definition line: NODE_70_length_23197_cov_12.7954
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2858        +          99        1277         1179        1
 2859        +        1289        1906          618        1
 2860        +        1899        2177          279        1
 2861        -        2331        2819          489        1
 2862        +        2920        4125         1206        1
 2863        +        4122        4676          555        1
 2864        +        4673        5317          645        1
 2865        +        5363        6469         1107        1
 2866        +        6519        7445          927        1
 2867        +        7442        8335          894        1
 2868        +        8289        9182          894        1
 2869        +        9179       10027          849        1
 2870        -       10002       10610          609        1
 2871        -       10607       12823         2217        1
 2872        +       12735       13736         1002        1
 2873        +       13822       14505          684        1
 2874        +       14507       15832         1326        1
 2875        -       15958       16641          684        1
 2876        -       16575       17357          783        1
 2877        +       17451       18980         1530        1
 2878        +       19251       20594         1344        1
 2879        +       20581       21357          777        1
 2880        -       21605       21802          198        1
 2881        +       21952       22809          858        1
 2882        +       22994      >23197          204        1

FASTA definition line: NODE_71_length_22620_cov_30.9325
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2883        -          <2         301          300        1
 2884        +         345        1241          897        1
 2885        -        1281        2141          861        1
 2886        +        2550        3395          846        1
 2887        +        3485        3850          366        1
 2888        +        3847        4254          408        1
 2889        +        4251        5039          789        1
 2890        -        5322        6350         1029        1
 2891        -        6350        7306          957        1
 2892        -        7416        8591         1176        1
 2893        -        8593       10089         1497        1
 2894        -       10107       11147         1041        1
 2895        +       11253       12434         1182        1
 2896        +       12456       13202          747        1
 2897        -       13745       14455          711        1
 2898        -       14467       15372          906        1
 2899        -       15362       16285          924        1
 2900        -       16396       18024         1629        1
 2901        +       18092       18823          732        1
 2902        +       18846       18974          129        1
 2903        +       19043       19243          201        1
 2904        +       19875       20276          402        1
 2905        +       20298       21440         1143        1
 2906        +       21777      >22619          843        1

FASTA definition line: NODE_72_length_21864_cov_12.758
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2907        +          <2         520          519        1
 2908        -         643        1143          501        1
 2909        +        1330        2304          975        1
 2910        +        2496        4202         1707        1
 2911        -        4292        4768          477        1
 2912        -        5043        5267          225        1
 2913        -        5264        5731          468        1
 2914        +        6077        6277          201        1
 2915        +        6513        6998          486        1
 2916        +        6991        8073         1083        1
 2917        +        8070        9443         1374        1
 2918        +        9440       10846         1407        1
 2919        +       10914       13481         2568        1
 2920        -       13517       14302          786        1
 2921        +       14675       16027         1353        1
 2922        +       16095       17339         1245        1
 2923        +       17392       18399         1008        1
 2924        +       18466       19152          687        1
 2925        +       19285       20820         1536        1
 2926        +       20817      >21863         1047        1

FASTA definition line: NODE_73_length_21598_cov_14.5107
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2927        -          <3         428          426        1
 2928        +         565        1968         1404        1
 2929        +        2006        3493         1488        1
 2930        +        3560        5224         1665        1
 2931        +        5191        6816         1626        1
 2932        +        6821        7684          864        1
 2933        +        7761        8411          651        1
 2934        -        8435        9469         1035        1
 2935        -        9477       10949         1473        1
 2936        +       11111       12718         1608        1
 2937        +       12691       14412         1722        1
 2938        +       14508       15443          936        1
 2939        +       15454       16332          879        1
 2940        +       16336       17958         1623        1
 2941        -       18252       19265         1014        1
 2942        -       19309       20094          786        1
 2943        -       20096       20944          849        1
 2944        -       20949       21581          633        1

FASTA definition line: NODE_74_length_21470_cov_18.9883
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2945        +          <2         529          528        1
 2946        +         530         835          306        1
 2947        -         997        1089           93        1
 2948        -        1450        2640         1191        1
 2949        -        2633        2911          279        1
 2950        -        3261        3353           93        1
 2951        -        3389        3484           96        1
 2952        -        4042        4443          402        1
 2953        +        4533        4664          132        1
 2954        -        4773        5552          780        1
 2955        +        5573        5908          336        1
 2956        -        5910        6212          303        1
 2957        -        6938        7768          831        1
 2958        -        7799        8587          789        1
 2959        -        8644        8910          267        1
 2960        +        9037        9777          741        1
 2961        +        9781        9987          207        1
 2962        +       10368       10601          234        1
 2963        +       10635       10985          351        1
 2964        -       11255       12058          804        1
 2965        +       12346       12708          363        2
 2966        +       12792       13148          357        1
 2967        +       13248       13997          750        1
 2968        +       14326       15507         1182        1
 2969        -       15678       16139          462        1
 2970        +       16219       17046          828        1
 2971        +       17043       17348          306        1
 2972        +       17375       19045         1671        1
 2973        +       19035       19790          756        1
 2974        +       19787       20194          408        1
 2975        +       20257       21063          807        1
 2976        -       21177      >21470          294        1

FASTA definition line: NODE_75_length_20557_cov_13.313
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2977        +          <1         435          435        1
 2978        -         451        1407          957        1
 2979        -        1404        2582         1179        1
 2980        +        2925        3038          114        1
 2981        +        3119        3385          267        1
 2982        +        3396        3869          474        1
 2983        +        3866        5746         1881        1
 2984        +        5686        6663          978        1
 2985        +        6660        8516         1857        1
 2986        -        8650        8907          258        2
 2987        -        9280       11649         2370        1
 2988        -       11646       12626          981        1
 2989        -       12623       13612          990        1
 2990        -       13609       14778         1170        1
 2991        -       14800       15693          894        1
 2992        +       15692       15784           93        1
 2993        -       16094       16909          816        1
 2994        -       16894       17730          837        1
 2995        -       17731       19005         1275        1
 2996        -       19092       19661          570        1
 2997        +       20059      >20556          498        1

FASTA definition line: NODE_76_length_20436_cov_23.9831
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 2998        +          <2         487          486        2
 2999        +         758         853           96        1
 3000        -         889         981           93        2
 3001        +        1077        1406          330        1
 3002        -        1502        1828          327        1
 3003        -        1914        2291          378        1
 3004        -        3193        4431         1239        1
 3005        -        4475        5482         1008        1
 3006        -        5482        6294          813        1
 3007        +        6704        7882         1179        1
 3008        +        8120        8275          156        1
 3009        -        8347        9474         1128        1
 3010        -       10107       10406          300        1
 3011        -       10565       10705          141        1
 3012        -       10786       11103          318        1
 3013        -       11100       11330          231        2
 3014        -       11343       12395         1053        1
 3015        -       12398       12682          285        1
 3016        -       12853       14103         1251        2
 3017        -       14135       14470          336        1
 3018        -       14477       15310          834        1
 3019        -       15337       16818         1482        1
 3020        -       16964       17515          552        1
 3021        +       17657       17764          108        1
 3022        -       17837       18301          465        1
 3023        -       18298       19332         1035        1
 3024        -       19332       19886          555        1
 3025        +       20051       20170          120        1

FASTA definition line: NODE_77_length_20411_cov_11.1869
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3026        -          53        5479         5427        1
 3027        +        5634        8183         2550        1
 3028        -        8337        9110          774        1
 3029        -        9110       11155         2046        1
 3030        -       11213       11518          306        1
 3031        +       11656       12159          504        1
 3032        +       12254       13624         1371        1
 3033        +       13657       14505          849        1
 3034        +       14478       15368          891        1
 3035        +       15450       16076          627        1
 3036        +       16356       16781          426        1
 3037        -       16790       18082         1293        1
 3038        -       18084       18719          636        1
 3039        +       18882       19664          783        1
 3040        +       19661      >20410          750        1

FASTA definition line: NODE_78_length_20163_cov_23.6717
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3041        -          <1         705          705        1
 3042        +         958       >3426         2469        2
 3043        +       <3528        5798         2271        1
 3044        -        5883       >7556         1674        1
 3045        -       <7658        9127         1470        1
 3046        +        9439       10077          639        1
 3047        -       10082       10591          510        1
 3048        -       10666       11400          735        1
 3049        -       11397       12272          876        1
 3050        -       12276       13109          834        1
 3051        -       13111       14115         1005        1
 3052        +       14369       14467           99        1
 3053        -       14543       15442          900        1
 3054        +       15515       16141          627        1
 3055        +       16163       16789          627        1
 3056        -       16940       17458          519        1
 3057        -       17963       18373          411        1
 3058        +       18639       18983          345        2
 3059        -       19148       19735          588        1
 3060        -       19827      >20162          336        1

FASTA definition line: NODE_79_length_19934_cov_14.4121
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3061        -          <1         879          879        1
 3062        -         869        2029         1161        1
 3063        -        2040        2867          828        1
 3064        -        2914        3720          807        1
 3065        +        3826        4869         1044        1
 3066        -        5014        5607          594        1
 3067        -        5617        6477          861        1
 3068        -        6474        7202          729        1
 3069        -        7199        7447          249        1
 3070        -        7463        7936          474        1
 3071        -        7933        8895          963        1
 3072        -        8916       10100         1185        1
 3073        -       10134       10661          528        1
 3074        -       10658       11473          816        1
 3075        -       11470       12000          531        1
 3076        -       12164       13966         1803        1
 3077        -       14176       14604          429        1
 3078        -       14740       15870         1131        1
 3079        -       16103       16693          591        1
 3080        +       16924       17415          492        1
 3081        -       17539       18369          831        1
 3082        -       18451       19242          792        1
 3083        -       19397       19891          495        1

FASTA definition line: NODE_80_length_19714_cov_18.4048
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3084        +          95        1123         1029        1
 3085        -        1175        1927          753        1
 3086        -        2000        9901         7902        1
 3087        +       10486       12555         2070        1
 3088        +       12885       13985         1101        1
 3089        -       14137       14343          207        1
 3090        +       14488       15030          543        1
 3091        -       15085       15480          396        2
 3092        -       15950       18217         2268        1
 3093        +       18369       18800          432        1
 3094        -       18793       19503          711        1
 3095        -       19500      >19712          213        2

FASTA definition line: NODE_81_length_19274_cov_13.6093
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3096        +          <1        1143         1143        1
 3097        -        1165        2406         1242        1
 3098        -        2470        3486         1017        1
 3099        -        3521        4504          984        1
 3100        -        4501        5511         1011        1
 3101        -        5504        6979         1476        1
 3102        +        7196        8134          939        1
 3103        +        8138        9001          864        1
 3104        +        8956        9708          753        1
 3105        +        9738       10046          309        1
 3106        +       10469       11791         1323        1
 3107        -       12000       12608          609        1
 3108        +       12742       13095          354        1
 3109        +       13095       13757          663        1
 3110        +       13754       15097         1344        1
 3111        +       15672       16652          981        1
 3112        -       16746       17822         1077        1
 3113        +       17888       18922         1035        1
 3114        +       18929      >19273          345        1

FASTA definition line: NODE_82_length_19113_cov_12.4018
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3115        -          <1         930          930        1
 3116        -         855        2234         1380        1
 3117        +        2217        2627          411        1
 3118        -        2776        3336          561        1
 3119        -        3324        6257         2934        1
 3120        +        6362        7897         1536        1
 3121        +        7894       10371         2478        1
 3122        +       10364       11305          942        1
 3123        +       11302       12825         1524        1
 3124        +       12844       13926         1083        1
 3125        +       13926       14858          933        1
 3126        +       14905       15999         1095        1
 3127        -       16552       16782          231        1
 3128        +       16781       18097         1317        1
 3129        +       18102      >19112         1011        1

FASTA definition line: NODE_83_length_19077_cov_13.5639
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3130        -          <1        2664         2664        1
 3131        -        2674        3201          528        1
 3132        +        3322        3606          285        1
 3133        +        3603        4556          954        1
 3134        -        4546        5271          726        1
 3135        -        5303        6112          810        1
 3136        -        6109        7059          951        1
 3137        -        7067        8485         1419        1
 3138        +        8655        9806         1152        1
 3139        +        9803       11404         1602        1
 3140        +       11576       13396         1821        1
 3141        +       13466       14281          816        1
 3142        -       14839       15678          840        1
 3143        -       15896       16945         1050        1
 3144        +       16938       17264          327        2
 3145        +       17314       19041         1728        1

FASTA definition line: NODE_84_length_18866_cov_11.2715
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3146        +          <3         383          381        1
 3147        +         524        1768         1245        1
 3148        -        1918        2937         1020        1
 3149        +        3106        4017          912        1
 3150        +        4273        5283         1011        1
 3151        +        5447        5968          522        1
 3152        +        5965        6948          984        1
 3153        +        6945        9164         2220        1
 3154        +        9428       10198          771        1
 3155        +       10200       10817          618        1
 3156        +       10819       11412          594        1
 3157        +       11409       12119          711        1
 3158        +       12116       12880          765        1
 3159        -       12874       13881         1008        1
 3160        -       13883       15280         1398        1
 3161        -       15274       15612          339        1
 3162        -       15647       16684         1038        1
 3163        -       17093      >18865         1773        1

FASTA definition line: NODE_85_length_18629_cov_15.7467
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3164        +          <3         860          858        1
 3165        -         851        1567          717        1
 3166        -        1567        1833          267        1
 3167        -        1826        2419          594        1
 3168        -        2416        4044         1629        1
 3169        +        4114        4602          489        1
 3170        +        4612        4998          387        1
 3171        +        4995        5552          558        1
 3172        +        5609        6478          870        1
 3173        +        6475        8433         1959        1
 3174        +        8747        9409          663        1
 3175        +        9413       11479         2067        1
 3176        -       11422       11700          279        1
 3177        +       11741       12274          534        1
 3178        +       12271       13350         1080        1
 3179        +       13347       13676          330        1
 3180        -       13708       14223          516        1
 3181        -       14225       14974          750        1
 3182        -       14955       15374          420        1
 3183        -       15374       16159          786        1
 3184        -       16156       16875          720        1
 3185        -       16877       17143          267        2
 3186        -       17143       17433          291        1
 3187        -       17447       17833          387        1
 3188        -       17830       18243          414        1
 3189        +       18294      >18629          336        1

FASTA definition line: NODE_86_length_18615_cov_13.9173
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3190        -          <2         649          648        1
 3191        -         861        1280          420        1
 3192        -        1277        1510          234        1
 3193        -        1597        2943         1347        1
 3194        -        2940        4430         1491        1
 3195        -        4430        4639          210        1
 3196        -        4636        6798         2163        1
 3197        -        6798        7454          657        1
 3198        -        7583        8371          789        1
 3199        -        8412        9248          837        1
 3200        -        9245        9829          585        1
 3201        -       10049       10702          654        1
 3202        -       10699       10986          288        1
 3203        -       10983       11450          468        1
 3204        -       11447       11968          522        1
 3205        -       12105       12365          261        1
 3206        -       12362       12703          342        1
 3207        -       12703       12948          246        2
 3208        +       13007       13693          687        1
 3209        +       14050       14247          198        1
 3210        +       14244       14576          333        1
 3211        +       14579       14698          120        1
 3212        +       14695       15168          474        1
 3213        +       15187       16173          987        1
 3214        +       16270       16422          153        1
 3215        +       16424       16618          195        1
 3216        +       16621       16824          204        1
 3217        +       16817       17926         1110        1
 3218        +       17991       18170          180        2
 3219        +       18205       18411          207        1

FASTA definition line: NODE_87_length_18480_cov_39.6973
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3220        -          <3         260          258        1
 3221        +        2104        2463          360        1
 3222        +        2604        3752         1149        1
 3223        +        3872        4924         1053        1
 3224        -        4949        5638          690        1
 3225        -        5728        7050         1323        1
 3226        -        7166        8107          942        1
 3227        -        8289        9590         1302        1
 3228        +       10241       11551         1311        1
 3229        -       11709       12701          993        1
 3230        -       12702       14969         2268        1
 3231        -       15021       15821          801        1
 3232        +       15935       17689         1755        1
 3233        +       17706      >18479          774        1

FASTA definition line: NODE_88_length_18320_cov_14.3958
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3234        -          <1        2064         2064        1
 3235        -        2372        2614          243        1
 3236        -        2714        3076          363        1
 3237        +        3207        3839          633        1
 3238        +        3939        6098         2160        1
 3239        -        6207        6464          258        1
 3240        +        6539        7174          636        1
 3241        +        7280        8314         1035        1
 3242        +        8311        8640          330        1
 3243        +        8642        8971          330        1
 3244        +        9023       10882         1860        1
 3245        +       10882       12678         1797        1
 3246        +       12739       13086          348        1
 3247        -       13109       13549          441        1
 3248        +       13667       14119          453        1
 3249        -       14156       15313         1158        1
 3250        -       15410       16000          591        1
 3251        -       15997       17043         1047        1
 3252        -       17290       18297         1008        1

FASTA definition line: NODE_89_length_18004_cov_13.4952
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3253        -         341         784          444        1
 3254        -         781        2154         1374        1
 3255        +        2396        2953          558        1
 3256        +        3004        4311         1308        1
 3257        +        4497        5636         1140        1
 3258        +        5767        6900         1134        1
 3259        -        7236        7979          744        1
 3260        +        8189        9298         1110        1
 3261        +        9347       10582         1236        1
 3262        +       10674       13223         2550        1
 3263        +       13332       14459         1128        1
 3264        +       14829       15605          777        1
 3265        -       15801       16319          519        1
 3266        -       16309       17652         1344        1

FASTA definition line: NODE_90_length_17750_cov_11.6458
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3267        +          <2         379          378        1
 3268        +         387        1616         1230        1
 3269        +        1635        2420          786        1
 3270        +        2574        3674         1101        1
 3271        -        3705        5360         1656        1
 3272        +        5599        7080         1482        1
 3273        +        7274        8590         1317        1
 3274        -        8597        9271          675        1
 3275        -        9273       10037          765        1
 3276        -       10046       11188         1143        1
 3277        -       11175       11984          810        1
 3278        -       11984       12250          267        1
 3279        -       12250       13155          906        1
 3280        -       13152       13409          258        1
 3281        -       13541       13837          297        1
 3282        -       13994       14965          972        1
 3283        -       14969       15559          591        1
 3284        -       15552       17651         2100        1

FASTA definition line: NODE_91_length_17651_cov_10.9223
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 3285        -          <2         937          936        1
 3286        +        1391        3115         1725        1
 3287        +        3166        5124         1959        1
 3288        +        5060        6925         1866        1
 3289        +        7013        7675          663        1
 3290        +        7672        9024         1353        1
 3291        +        9202       10761         1560        1
 3292        +       10799       11299          501        1
 3293        -       11591       11791          201        1
 3294        +       12060       12392          333        1
 3295        -       12479       13360          882        1
 3296        +       13480       14700         1221        1
 3297        +       14697       15122          426        1
 3298        +       15171       16379         1209        1
